!  Einasto_rs0.07_rhos24.913_alpha0.16_rtrunc1000.txt
! R    D    M    P
2000
4.801652154822795e-05 120991.60377987145 6.828522626483947e-08 -6.0069544405115955
4.8310554359852805e-05 120531.71136293633 6.932029809010857e-08 -6.006945719725184
4.8606387703701244e-05 120073.1201356414 7.037049259640077e-08 -6.006936920665979
4.8904032605469e-05 119615.82811921173 7.143602676267864e-08 -6.00692804270267
4.92035001583682e-05 119159.83333247641 7.251712061820326e-08 -6.006919085198953
4.950480152354149e-05 118705.13379188499 7.361399728443311e-08 -6.006910047513482
4.980794793047722e-05 118251.72751152299 7.472688301747788e-08 -6.006900928999839
5.011295067742866e-05 117799.61250312872 7.585600725112518e-08 -6.006891729006502
5.04198211318348e-05 117348.78677611101 7.700160264043844e-08 -6.0068824468768
5.07285707307437e-05 116899.24833756326 7.816390510593716e-08 -6.006873081948883
5.103921098123934e-05 116450.99519228199 7.934315387837019e-08 -6.006863633555688
5.135175346087022e-05 116004.02534278171 8.05395915440832e-08 -6.006854101024897
5.166620981808053e-05 115558.33678931274 8.175346409099132e-08 -6.0068444836789
5.198259177264489e-05 115113.92752987724 8.29850209551682e-08 -6.006834780834761
5.230091111610485e-05 114670.7955602448 8.423451506805247e-08 -6.006824991804182
5.262117971220804e-05 114228.93887397039 8.55022029042831e-08 -6.006815115893461
5.294340949735099e-05 113788.35546241028 8.678834453017556e-08 -6.006805152403454
5.326761248102364e-05 113349.04331473813 8.809320365283944e-08 -6.006795100629543
5.359380074625662e-05 112911.00041796247 8.941704766994952e-08 -6.006784959861593
5.3921986450072256e-05 112474.22475694268 9.076014772018298e-08 -6.006774729383912
5.425218182393733e-05 112038.7143144052 9.212277873432302e-08 -6.006764408475217
5.4584399174218586e-05 111604.4670709615 9.350521948704157e-08 -6.00675399640859
5.491865088264208e-05 111171.48100512334 9.490775264937407e-08 -6.006743492451445
5.525494940675432e-05 110739.75409331969 9.633066484188696e-08 -6.006732895865481
5.559330728038618e-05 110309.2843099137 9.777424668855051e-08 -6.006722205906646
5.5933737114120773e-05 109880.06962721961 9.923879287133103e-08 -6.006711421825103
5.627625159576304e-05 109452.10801551829 1.0072460218550249e-07 -6.0067005428651745
5.6620863490812324e-05 109025.39744307532 1.0223197759569137e-07 -6.006689568265317
5.696758564293883e-05 108599.93587615616 1.0376122629266873e-07 -6.006678497258074
5.7316430974461954e-05 108175.72127904417 1.0531265975088972e-07 -6.006667329070034
5.7667412486831525e-05 107752.75161405686 1.0688659378679506e-07 -6.006656062921793
5.802054326111309e-05 107331.02484156235 1.0848334861788838e-07 -6.0066446980279045
5.837583645847511e-05 106910.53891999595 1.1010324892259098e-07 -6.006633233596853
5.8733305320679094e-05 106491.29180587787 1.1174662390088703e-07 -6.006621668830995
5.909296317057396e-05 106073.28145382837 1.1341380733577662e-07 -6.0066100029265295
5.9454823412591614e-05 105656.50581658633 1.1510513765553169e-07 -6.006598235073449
5.98188995332474e-05 105240.96284502454 1.1682095799678301e-07 -6.0065863644554955
