!  Einasto_rs0.035_rhos24.682_alpha0.16_rtrunc26.txt
! R    D    M    P
2000
2.4986121611421404e-05 293155.77517990716 2.1309600233587128e-08 -3.7181428680790853
2.5139126022239256e-05 292034.3552308033 2.1662972814783926e-08 -3.7181376344549077
2.5293067367171672e-05 290916.13545647706 2.2021499511814615e-08 -3.7181323465095053
2.544795138360582e-05 289801.11090304883 2.238525413691477e-08 -3.7181270038488883
2.560378384406219e-05 288689.27661095187 2.275431153780872e-08 -3.7181216060757043
2.5760570556409587e-05 287580.62761497556 2.3128747611898385e-08 -3.7181161527892104
2.5918317364081895e-05 286475.1589443059 2.3508639320642416e-08 -3.7181106435852525
2.607703014629571e-05 285372.8656225627 2.389406470412597e-08 -3.718105078056244
2.6236714818269295e-05 284273.742667849 2.4285102895824548e-08 -3.7180994557911435
2.6397377331443365e-05 283177.7850927807 2.4681834137565674e-08 -3.7180937763754294
2.6559023673702732e-05 282084.9879045384 2.5084339794688614e-08 -3.718088039391079
2.672165986959931e-05 280995.346104903 2.549270237140582e-08 -3.718082244416545
2.6885291980577036e-05 279908.8546902952 2.5907005526370083e-08 -3.718076391026734
2.7049926105197333e-05 278825.5086518235 2.632733408844665e-08 -3.71807047879298
2.7215568379366802e-05 277745.30297531653 2.675377407269707e-08 -3.718064507283022
2.7382224976565724e-05 276668.2326413732 2.7186412696573937e-08 -3.718058476060981
2.7549902108077993e-05 275594.2926253979 2.762533839633081e-08 -3.718052384687339
2.771860602322294e-05 274523.47789764305 2.8070640843651213e-08 -3.718046232718907
2.7888343009588067e-05 273455.78342325124 2.852241096249697e-08 -3.71804001970881
2.8059119393263244e-05 272391.20416229835 2.8980740946180086e-08 -3.718033745206457
2.8230941539076785e-05 271329.73506983125 2.9445724274662218e-08 -3.7180274087575174
2.8403815850832522e-05 270271.3710959108 2.991745573208217e-08 -3.718021009903899
2.857774877154829e-05 269216.1071856544 3.039603142451548e-08 -3.7180145481837186
2.8752746783696407e-05 268163.9382792762 3.088154879797061e-08 -3.7180080231312833
2.89288164094451e-05 267114.859312128 3.137410665662191e-08 -3.7180014342770584
2.9105964210901416e-05 266068.8652147445 3.187380518128385e-08 -3.717994781147649
2.9284196790356132e-05 265025.95091287844 3.238074594813092e-08 -3.7179880632657687
2.9463520790529664e-05 263986.1113275489 3.28950319476637e-08 -3.7179812801502172
2.9643942894819443e-05 262949.34137507743 3.341676760392526e-08 -3.717974431315856
2.9825469827549434e-05 261915.63596713357 3.394605879397337e-08 -3.717967516273576
3.0008108354220264e-05 260884.99001077435 3.448301286760694e-08 -3.71796053453028
3.019186528176181e-05 259857.39840848662 3.502773866735559e-08 -3.717953485588851
3.0376747458786684e-05 258832.85605822777 3.5580346548730975e-08 -3.7179463689481262
3.056276177584533e-05 257811.35785347017 3.6140948400745266e-08 -3.717939184102872
3.0749915165683164e-05 256792.8986832392 3.670965766670157e-08 -3.717931930543756
3.093821460349882e-05 255777.47343215827 3.728658936525666e-08 -3.7179246077573214
3.1127667107203885e-05 254765.07698048733 3.787186011176102e-08 -3.7179172152259587
3.131827973768485e-05 253755.70420416884 3.8465588139881426e-08 -3.717909752427879
3.151005959906608e-05 252749.34997486486 3.9067893323506465e-08 -3.717902218837086
3.170301383897441e-05 251746.00916000138 3.967889719893988e-08 -3.7178946139233484
3.1897149648805876e-05 250745.67662281226 4.029872298738756e-08 -3.717886937152173
3.2092474263993593e-05 249748.3472223752 4.092749561773827e-08 -3.7178791879847775
3.2288994964277194e-05 248754.01581365993 4.156534174964338e-08 -3.7178713658780587
3.2486719073974546e-05 247762.67724756588 4.221238979690154e-08 -3.717863470284568
